Band,SZA,VZA,RAA,R_atm
B6,40,40,0,0.001
B6,40,40,10,0.001
B6,40,40,20,0.001
B6,40,40,30,0.001
B6,40,40,40,0.001
B6,40,40,50,0.001
B6,40,40,60,0.001
B6,40,40,70,0.001
B6,40,40,80,0.001
B6,40,40,90,0.001
B6,40,40,100,0.001
B6,40,40,110,0
B6,40,40,120,0
B6,40,40,130,0
B6,40,40,140,0
B6,40,40,150,0
B6,40,40,160,0
B6,40,40,170,0
B6,40,40,180,0
B6,40,50,0,0.001
B6,40,50,10,0.001
B6,40,50,20,0.001
B6,40,50,30,0.001
B6,40,50,40,0.001
B6,40,50,50,0.001
B6,40,50,60,0.001
B6,40,50,70,0.001
B6,40,50,80,0.001
B6,40,50,90,0.001
B6,40,50,100,0.001
B6,40,50,110,0.001
B6,40,50,120,0.001
B6,40,50,130,0
B6,40,50,140,0
B6,40,50,150,0
B6,40,50,160,0
B6,40,50,170,0
B6,40,50,180,0
B6,40,60,0,0.001
B6,40,60,10,0.001
B6,40,60,20,0.001
B6,40,60,30,0.001
B6,40,60,40,0.001
B6,40,60,50,0.001
B6,40,60,60,0.001
B6,40,60,70,0.001
B6,40,60,80,0.001
B6,40,60,90,0.001
B6,40,60,100,0.001
B6,40,60,110,0.001
B6,40,60,120,0.001
B6,40,60,130,0.001
B6,40,60,140,0.001
B6,40,60,150,0.001
B6,40,60,160,0.001
B6,40,60,170,0.001
B6,40,60,180,0.001
B6,40,70,0,0.002
B6,40,70,10,0.002
B6,40,70,20,0.001
B6,40,70,30,0.001
B6,40,70,40,0.001
B6,40,70,50,0.001
B6,40,70,60,0.001
B6,40,70,70,0.001
B6,40,70,80,0.001
B6,40,70,90,0.001
B6,40,70,100,0.001
B6,40,70,110,0.001
B6,40,70,120,0.001
B6,40,70,130,0.001
B6,40,70,140,0.001
B6,40,70,150,0.001
B6,40,70,160,0.001
B6,40,70,170,0.001
B6,40,70,180,0.001
B6,40,80,0,0.003
B6,40,80,10,0.003
B6,40,80,20,0.003
B6,40,80,30,0.002
B6,40,80,40,0.002
B6,40,80,50,0.002
B6,40,80,60,0.002
B6,40,80,70,0.002
B6,40,80,80,0.002
B6,40,80,90,0.002
B6,40,80,100,0.002
B6,40,80,110,0.002
B6,40,80,120,0.002
B6,40,80,130,0.002
B6,40,80,140,0.002
B6,40,80,150,0.002
B6,40,80,160,0.002
B6,40,80,170,0.002
B6,40,80,180,0.002
B6,50,0,0,0.001
B6,50,0,10,0.001
B6,50,0,20,0.001
B6,50,0,30,0.001
B6,50,0,40,0.001
B6,50,0,50,0.001
B6,50,0,60,0.001
B6,50,0,70,0.001
B6,50,0,80,0.001
B6,50,0,90,0.001
B6,50,0,100,0.001
B6,50,0,110,0.001
B6,50,0,120,0.001
B6,50,0,130,0.001
B6,50,0,140,0.001
B6,50,0,150,0.001
B6,50,0,160,0.001
B6,50,0,170,0.001
B6,50,0,180,0.001
B6,50,10,0,0.001
B6,50,10,10,0.001
B6,50,10,20,0.001
B6,50,10,30,0.001
B6,50,10,40,0.001
B6,50,10,50,0.001
B6,50,10,60,0.001
B6,50,10,70,0.001
B6,50,10,80,0.001
B6,50,10,90,0.001
B6,50,10,100,0.001
B6,50,10,110,0
B6,50,10,120,0
B6,50,10,130,0
B6,50,10,140,0
B6,50,10,150,0
B6,50,10,160,0
B6,50,10,170,0
B6,50,10,180,0
B6,50,20,0,0.001
B6,50,20,10,0.001
B6,50,20,20,0.001
B6,50,20,30,0.001
B6,50,20,40,0.001
B6,50,20,50,0.001
B6,50,20,60,0.001
B6,50,20,70,0.001
B6,50,20,80,0.001
B6,50,20,90,0.001
B6,50,20,100,0.001
B6,50,20,110,0
B6,50,20,120,0
B6,50,20,130,0
B6,50,20,140,0
B6,50,20,150,0
B6,50,20,160,0
B6,50,20,170,0
B6,50,20,180,0
B6,50,30,0,0.001
B6,50,30,10,0.001
B6,50,30,20,0.001
B6,50,30,30,0.001
B6,50,30,40,0.001
B6,50,30,50,0.001
B6,50,30,60,0.001
B6,50,30,70,0.001
B6,50,30,80,0.001
B6,50,30,90,0.001
B6,50,30,100,0.001
B6,50,30,110,0
B6,50,30,120,0
B6,50,30,130,0
B6,50,30,140,0
B6,50,30,150,0
B6,50,30,160,0
B6,50,30,170,0
B6,50,30,180,0
B6,50,40,0,0.001
B6,50,40,10,0.001
B6,50,40,20,0.001
B6,50,40,30,0.001
B6,50,40,40,0.001
B6,50,40,50,0.001
B6,50,40,60,0.001
B6,50,40,70,0.001
B6,50,40,80,0.001
B6,50,40,90,0.001
B6,50,40,100,0.001
B6,50,40,110,0.001
B6,50,40,120,0.001
B6,50,40,130,0
B6,50,40,140,0
B6,50,40,150,0
B6,50,40,160,0
B6,50,40,170,0
B6,50,40,180,0
B6,50,50,0,0.001
B6,50,50,10,0.001
B6,50,50,20,0.001
B6,50,50,30,0.001
B6,50,50,40,0.001
B6,50,50,50,0.001
B6,50,50,60,0.001
B6,50,50,70,0.001
B6,50,50,80,0.001
B6,50,50,90,0.001
B6,50,50,100,0.001
B6,50,50,110,0.001
B6,50,50,120,0.001
B6,50,50,130,0.001
B6,50,50,140,0.001
B6,50,50,150,0.001
B6,50,50,160,0.001
B6,50,50,170,0.001
B6,50,50,180,0.001
B6,50,60,0,0.001
B6,50,60,10,0.001
B6,50,60,20,0.001
B6,50,60,30,0.001
B6,50,60,40,0.001
B6,50,60,50,0.001
B6,50,60,60,0.001
B6,50,60,70,0.001
B6,50,60,80,0.001
B6,50,60,90,0.001
B6,50,60,100,0.001
B6,50,60,110,0.001
B6,50,60,120,0.001
B6,50,60,130,0.001
B6,50,60,140,0.001
B6,50,60,150,0.001
B6,50,60,160,0.001
B6,50,60,170,0.001
B6,50,60,180,0.001
B6,50,70,0,0.002
B6,50,70,10,0.002
B6,50,70,20,0.002
B6,50,70,30,0.002
B6,50,70,40,0.002
B6,50,70,50,0.002
B6,50,70,60,0.001
B6,50,70,70,0.001
B6,50,70,80,0.001
B6,50,70,90,0.001
B6,50,70,100,0.001
B6,50,70,110,0.001
B6,50,70,120,0.001
B6,50,70,130,0.001
B6,50,70,140,0.001
B6,50,70,150,0.001
B6,50,70,160,0.001
B6,50,70,170,0.001
B6,50,70,180,0.001
B6,50,80,0,0.003
B6,50,80,10,0.003
B6,50,80,20,0.003
B6,50,80,30,0.003
B6,50,80,40,0.003
B6,50,80,50,0.003
B6,50,80,60,0.002
B6,50,80,70,0.002
B6,50,80,80,0.002
B6,50,80,90,0.002
B6,50,80,100,0.002
B6,50,80,110,0.002
B6,50,80,120,0.002
B6,50,80,130,0.002
B6,50,80,140,0.002
B6,50,80,150,0.003
B6,50,80,160,0.003
B6,50,80,170,0.003
B6,50,80,180,0.003
B6,60,0,0,0.001
B6,60,0,10,0.001
B6,60,0,20,0.001
B6,60,0,30,0.001
B6,60,0,40,0.001
B6,60,0,50,0.001
B6,60,0,60,0.001
B6,60,0,70,0.001
B6,60,0,80,0.001
B6,60,0,90,0.001
B6,60,0,100,0.001
B6,60,0,110,0.001
B6,60,0,120,0.001
B6,60,0,130,0.001
B6,60,0,140,0.001
B6,60,0,150,0.001
B6,60,0,160,0.001
B6,60,0,170,0.001
B6,60,0,180,0.001
B6,60,10,0,0.001
B6,60,10,10,0.001
B6,60,10,20,0.001
B6,60,10,30,0.001
B6,60,10,40,0.001
B6,60,10,50,0.001
B6,60,10,60,0.001
B6,60,10,70,0.001
B6,60,10,80,0.001
B6,60,10,90,0.001
B6,60,10,100,0.001
B6,60,10,110,0.001
B6,60,10,120,0.001
B6,60,10,130,0.001
B6,60,10,140,0.001
B6,60,10,150,0.001
B6,60,10,160,0.001
B6,60,10,170,0.001
B6,60,10,180,0.001
B6,60,20,0,0.001
B6,60,20,10,0.001
B6,60,20,20,0.001
B6,60,20,30,0.001
B6,60,20,40,0.001
B6,60,20,50,0.001
B6,60,20,60,0.001
B6,60,20,70,0.001
B6,60,20,80,0.001
B6,60,20,90,0.001
B6,60,20,100,0.001
B6,60,20,110,0.001
B6,60,20,120,0.001
B6,60,20,130,0.001
B6,60,20,140,0.001
B6,60,20,150,0.001
B6,60,20,160,0.001
B6,60,20,170,0.001
B6,60,20,180,0.001
B6,60,30,0,0.001
B6,60,30,10,0.001
B6,60,30,20,0.001
B6,60,30,30,0.001
B6,60,30,40,0.001
B6,60,30,50,0.001
B6,60,30,60,0.001
B6,60,30,70,0.001
B6,60,30,80,0.001
B6,60,30,90,0.001
B6,60,30,100,0.001
B6,60,30,110,0.001
B6,60,30,120,0.001
B6,60,30,130,0.001
B6,60,30,140,0.001
B6,60,30,150,0.001
B6,60,30,160,0.001
B6,60,30,170,0.001
B6,60,30,180,0.001
B6,60,40,0,0.001
B6,60,40,10,0.001
B6,60,40,20,0.001
B6,60,40,30,0.001
B6,60,40,40,0.001
B6,60,40,50,0.001
B6,60,40,60,0.001
B6,60,40,70,0.001
B6,60,40,80,0.001
B6,60,40,90,0.001
B6,60,40,100,0.001
B6,60,40,110,0.001
B6,60,40,120,0.001
B6,60,40,130,0.001
B6,60,40,140,0.001
B6,60,40,150,0.001
B6,60,40,160,0.001
B6,60,40,170,0.001
B6,60,40,180,0.001
B6,60,50,0,0.001
B6,60,50,10,0.001
B6,60,50,20,0.001
B6,60,50,30,0.001
B6,60,50,40,0.001
B6,60,50,50,0.001
B6,60,50,60,0.001
B6,60,50,70,0.001
B6,60,50,80,0.001
B6,60,50,90,0.001
B6,60,50,100,0.001
B6,60,50,110,0.001
B6,60,50,120,0.001
B6,60,50,130,0.001
B6,60,50,140,0.001
B6,60,50,150,0.001
B6,60,50,160,0.001
B6,60,50,170,0.001
B6,60,50,180,0.001
B6,60,60,0,0.002
B6,60,60,10,0.002
B6,60,60,20,0.002
B6,60,60,30,0.002
B6,60,60,40,0.002
B6,60,60,50,0.001
B6,60,60,60,0.001
B6,60,60,70,0.001
B6,60,60,80,0.001
B6,60,60,90,0.001
B6,60,60,100,0.001
B6,60,60,110,0.001
B6,60,60,120,0.001
B6,60,60,130,0.001
B6,60,60,140,0.001
B6,60,60,150,0.001
B6,60,60,160,0.001
B6,60,60,170,0.001
B6,60,60,180,0.001
B6,60,70,0,0.003
B6,60,70,10,0.003
B6,60,70,20,0.002
B6,60,70,30,0.002
B6,60,70,40,0.002
B6,60,70,50,0.002
B6,60,70,60,0.002
B6,60,70,70,0.002
B6,60,70,80,0.001
B6,60,70,90,0.001
B6,60,70,100,0.001
B6,60,70,110,0.001
B6,60,70,120,0.001
B6,60,70,130,0.002
B6,60,70,140,0.002
B6,60,70,150,0.002
B6,60,70,160,0.002
B6,60,70,170,0.002
B6,60,70,180,0.002
B6,60,80,0,0.005
B6,60,80,10,0.005
B6,60,80,20,0.005
B6,60,80,30,0.004
B6,60,80,40,0.004
B6,60,80,50,0.004
B6,60,80,60,0.003
B6,60,80,70,0.003
B6,60,80,80,0.003
B6,60,80,90,0.003
B6,60,80,100,0.003
B6,60,80,110,0.003
B6,60,80,120,0.003
B6,60,80,130,0.003
B6,60,80,140,0.003
B6,60,80,150,0.004
B6,60,80,160,0.004
B6,60,80,170,0.004
B6,60,80,180,0.004
B6,70,0,0,0.001
B6,70,0,10,0.001
B6,70,0,20,0.001
B6,70,0,30,0.001
B6,70,0,40,0.001
B6,70,0,50,0.001
B6,70,0,60,0.001
B6,70,0,70,0.001
B6,70,0,80,0.001
B6,70,0,90,0.001
B6,70,0,100,0.001
B6,70,0,110,0.001
B6,70,0,120,0.001
B6,70,0,130,0.001
B6,70,0,140,0.001
B6,70,0,150,0.001
B6,70,0,160,0.001
B6,70,0,170,0.001
B6,70,0,180,0.001
B6,70,10,0,0.001
B6,70,10,10,0.001
B6,70,10,20,0.001
B6,70,10,30,0.001
B6,70,10,40,0.001
B6,70,10,50,0.001
B6,70,10,60,0.001
B6,70,10,70,0.001
B6,70,10,80,0.001
B6,70,10,90,0.001
B6,70,10,100,0.001
B6,70,10,110,0.001
B6,70,10,120,0.001
B6,70,10,130,0.001
B6,70,10,140,0.001
B6,70,10,150,0.001
B6,70,10,160,0.001
B6,70,10,170,0.001
B6,70,10,180,0.001
B6,70,20,0,0.001
B6,70,20,10,0.001
B6,70,20,20,0.001
B6,70,20,30,0.001
B6,70,20,40,0.001
B6,70,20,50,0.001
B6,70,20,60,0.001
B6,70,20,70,0.001
B6,70,20,80,0.001
B6,70,20,90,0.001
B6,70,20,100,0.001
B6,70,20,110,0.001
B6,70,20,120,0.001
B6,70,20,130,0.001
B6,70,20,140,0.001
B6,70,20,150,0.001
B6,70,20,160,0.001
B6,70,20,170,0.001
B6,70,20,180,0.001
B6,70,30,0,0.001
B6,70,30,10,0.001
B6,70,30,20,0.001
B6,70,30,30,0.001
B6,70,30,40,0.001
B6,70,30,50,0.001
B6,70,30,60,0.001
B6,70,30,70,0.001
B6,70,30,80,0.001
B6,70,30,90,0.001
B6,70,30,100,0.001
B6,70,30,110,0.001
B6,70,30,120,0.001
B6,70,30,130,0.001
B6,70,30,140,0.001
B6,70,30,150,0.001
B6,70,30,160,0.001
B6,70,30,170,0.001
B6,70,30,180,0.001
B6,70,40,0,0.002
B6,70,40,10,0.002
B6,70,40,20,0.001
B6,70,40,30,0.001
B6,70,40,40,0.001
B6,70,40,50,0.001
B6,70,40,60,0.001
B6,70,40,70,0.001
B6,70,40,80,0.001
B6,70,40,90,0.001
B6,70,40,100,0.001
B6,70,40,110,0.001
B6,70,40,120,0.001
B6,70,40,130,0.001
B6,70,40,140,0.001
B6,70,40,150,0.001
B6,70,40,160,0.001
B6,70,40,170,0.001
B6,70,40,180,0.001
B6,70,50,0,0.002
B6,70,50,10,0.002
B6,70,50,20,0.002
B6,70,50,30,0.002
B6,70,50,40,0.002
B6,70,50,50,0.002
B6,70,50,60,0.001
B6,70,50,70,0.001
B6,70,50,80,0.001
B6,70,50,90,0.001
B6,70,50,100,0.001
B6,70,50,110,0.001
B6,70,50,120,0.001
B6,70,50,130,0.001
B6,70,50,140,0.001
B6,70,50,150,0.001
B6,70,50,160,0.001
B6,70,50,170,0.001
B6,70,50,180,0.001
B6,70,60,0,0.003
B6,70,60,10,0.003
B6,70,60,20,0.002
B6,70,60,30,0.002
B6,70,60,40,0.002
B6,70,60,50,0.002
B6,70,60,60,0.002
B6,70,60,70,0.002
B6,70,60,80,0.001
B6,70,60,90,0.001
B6,70,60,100,0.001
B6,70,60,110,0.001
B6,70,60,120,0.001
B6,70,60,130,0.002
B6,70,60,140,0.002
B6,70,60,150,0.002
B6,70,60,160,0.002
B6,70,60,170,0.002
B6,70,60,180,0.002
B6,70,70,0,0.004
B6,70,70,10,0.004
B6,70,70,20,0.004
B6,70,70,30,0.003
B6,70,70,40,0.003
B6,70,70,50,0.003
B6,70,70,60,0.003
B6,70,70,70,0.002
B6,70,70,80,0.002
B6,70,70,90,0.002
B6,70,70,100,0.002
B6,70,70,110,0.002
B6,70,70,120,0.002
B6,70,70,130,0.002
B6,70,70,140,0.003
B6,70,70,150,0.003
B6,70,70,160,0.003
B6,70,70,170,0.003
B6,70,70,180,0.003
B6,70,80,0,0.007
B6,70,80,10,0.007
B6,70,80,20,0.007
B6,70,80,30,0.006
B6,70,80,40,0.006
B6,70,80,50,0.005
B6,70,80,60,0.005
B6,70,80,70,0.004
B6,70,80,80,0.004
B6,70,80,90,0.004
B6,70,80,100,0.004
B6,70,80,110,0.004
B6,70,80,120,0.004
B6,70,80,130,0.005
B6,70,80,140,0.005
B6,70,80,150,0.006
B6,70,80,160,0.006
B6,70,80,170,0.006
B6,70,80,180,0.006
B6,80,0,0,0.001
B6,80,0,10,0.001
B6,80,0,20,0.001
B6,80,0,30,0.001
B6,80,0,40,0.001
B6,80,0,50,0.001
B6,80,0,60,0.001
B6,80,0,70,0.001
B6,80,0,80,0.001
B6,80,0,90,0.001
B6,80,0,100,0.001
B6,80,0,110,0.001
B6,80,0,120,0.001
B6,80,0,130,0.001
B6,80,0,140,0.001
B6,80,0,150,0.001
B6,80,0,160,0.001
B6,80,0,170,0.001
B6,80,0,180,0.001
B6,80,10,0,0.001
B6,80,10,10,0.001
B6,80,10,20,0.001
B6,80,10,30,0.001
B6,80,10,40,0.001
B6,80,10,50,0.001
B6,80,10,60,0.001
B6,80,10,70,0.001
B6,80,10,80,0.001
B6,80,10,90,0.001
B6,80,10,100,0.001
B6,80,10,110,0.001
B6,80,10,120,0.001
B6,80,10,130,0.001
B6,80,10,140,0.001
B6,80,10,150,0.001
B6,80,10,160,0.001
B6,80,10,170,0.001
B6,80,10,180,0.001
B6,80,20,0,0.002
B6,80,20,10,0.002
B6,80,20,20,0.002
B6,80,20,30,0.002
B6,80,20,40,0.002
B6,80,20,50,0.002
B6,80,20,60,0.002
B6,80,20,70,0.001
B6,80,20,80,0.001
B6,80,20,90,0.001
B6,80,20,100,0.001
B6,80,20,110,0.001
B6,80,20,120,0.001
B6,80,20,130,0.001
B6,80,20,140,0.001
B6,80,20,150,0.001
B6,80,20,160,0.001
B6,80,20,170,0.001
B6,80,20,180,0.001
B6,80,30,0,0.002
B6,80,30,10,0.002
B6,80,30,20,0.002
B6,80,30,30,0.002
B6,80,30,40,0.002
B6,80,30,50,0.002
B6,80,30,60,0.002
B6,80,30,70,0.002
B6,80,30,80,0.002
B6,80,30,90,0.002
B6,80,30,100,0.002
B6,80,30,110,0.002
B6,80,30,120,0.002
B6,80,30,130,0.002
B6,80,30,140,0.002
B6,80,30,150,0.002
B6,80,30,160,0.002
B6,80,30,170,0.002
B6,80,30,180,0.002
B6,80,40,0,0.003
B6,80,40,10,0.003
B6,80,40,20,0.003
B6,80,40,30,0.002
B6,80,40,40,0.002
B6,80,40,50,0.002
B6,80,40,60,0.002
B6,80,40,70,0.002
B6,80,40,80,0.002
B6,80,40,90,0.002
B6,80,40,100,0.002
B6,80,40,110,0.002
B6,80,40,120,0.002
B6,80,40,130,0.002
B6,80,40,140,0.002
B6,80,40,150,0.002
B6,80,40,160,0.002
B6,80,40,170,0.002
B6,80,40,180,0.002
B6,80,50,0,0.003
B6,80,50,10,0.003
B6,80,50,20,0.003
B6,80,50,30,0.003
B6,80,50,40,0.003
B6,80,50,50,0.003
B6,80,50,60,0.002
B6,80,50,70,0.002
B6,80,50,80,0.002
B6,80,50,90,0.002
B6,80,50,100,0.002
B6,80,50,110,0.002
B6,80,50,120,0.002
B6,80,50,130,0.002
B6,80,50,140,0.002
B6,80,50,150,0.003
B6,80,50,160,0.003
B6,80,50,170,0.003
B6,80,50,180,0.003
B6,80,60,0,0.005
B6,80,60,10,0.005
B6,80,60,20,0.005
B6,80,60,30,0.004
B6,80,60,40,0.004
B6,80,60,50,0.004
B6,80,60,60,0.003
B6,80,60,70,0.003
B6,80,60,80,0.003
B6,80,60,90,0.003
B6,80,60,100,0.003
B6,80,60,110,0.003
B6,80,60,120,0.003
B6,80,60,130,0.003
B6,80,60,140,0.003
B6,80,60,150,0.004
B6,80,60,160,0.004
B6,80,60,170,0.004
B6,80,60,180,0.004
B6,80,70,0,0.007
B6,80,70,10,0.007
B6,80,70,20,0.007
B6,80,70,30,0.006
B6,80,70,40,0.006
B6,80,70,50,0.005
B6,80,70,60,0.005
B6,80,70,70,0.004
B6,80,70,80,0.004
B6,80,70,90,0.004
B6,80,70,100,0.004
B6,80,70,110,0.004
B6,80,70,120,0.004
B6,80,70,130,0.005
B6,80,70,140,0.005
B6,80,70,150,0.006
B6,80,70,160,0.006
B6,80,70,170,0.006
B6,80,70,180,0.006
B6,80,80,0,0.014
B6,80,80,10,0.014
B6,80,80,20,0.013
B6,80,80,30,0.012
B6,80,80,40,0.011
B6,80,80,50,0.01
B6,80,80,60,0.009
B6,80,80,70,0.008
B6,80,80,80,0.008
B6,80,80,90,0.007
B6,80,80,100,0.007
B6,80,80,110,0.008
B6,80,80,120,0.009
B6,80,80,130,0.01
B6,80,80,140,0.011
B6,80,80,150,0.012
B6,80,80,160,0.013
B6,80,80,170,0.013
B6,80,80,180,0.013
B7,0,0,0,0
B7,0,0,10,0
B7,0,0,20,0
B7,0,0,30,0
B7,0,0,40,0
B7,0,0,50,0
B7,0,0,60,0
B7,0,0,70,0
B7,0,0,80,0
B7,0,0,90,0
B7,0,0,100,0
B7,0,0,110,0
B7,0,0,120,0
B7,0,0,130,0
B7,0,0,140,0
B7,0,0,150,0
B7,0,0,160,0
B7,0,0,170,0
B7,0,0,180,0
B7,0,10,0,0
B7,0,10,10,0
B7,0,10,20,0
B7,0,10,30,0
B7,0,10,40,0
B7,0,10,50,0
B7,0,10,60,0
B7,0,10,70,0
B7,0,10,80,0
B7,0,10,90,0
B7,0,10,100,0
B7,0,10,110,0
B7,0,10,120,0
B7,0,10,130,0
B7,0,10,140,0
B7,0,10,150,0
B7,0,10,160,0
B7,0,10,170,0
B7,0,10,180,0
B7,0,20,0,0
B7,0,20,10,0
B7,0,20,20,0
B7,0,20,30,0
B7,0,20,40,0
B7,0,20,50,0
B7,0,20,60,0
B7,0,20,70,0
B7,0,20,80,0
B7,0,20,90,0
B7,0,20,100,0
B7,0,20,110,0
B7,0,20,120,0
B7,0,20,130,0
B7,0,20,140,0
B7,0,20,150,0
B7,0,20,160,0
B7,0,20,170,0
B7,0,20,180,0
B7,0,30,0,0
B7,0,30,10,0
B7,0,30,20,0
B7,0,30,30,0
B7,0,30,40,0
B7,0,30,50,0
B7,0,30,60,0
B7,0,30,70,0
B7,0,30,80,0
B7,0,30,90,0
B7,0,30,100,0
B7,0,30,110,0
B7,0,30,120,0
B7,0,30,130,0
B7,0,30,140,0
B7,0,30,150,0
B7,0,30,160,0
B7,0,30,170,0
B7,0,30,180,0
B7,0,40,0,0
B7,0,40,10,0
B7,0,40,20,0
B7,0,40,30,0
B7,0,40,40,0
B7,0,40,50,0
B7,0,40,60,0
B7,0,40,70,0
B7,0,40,80,0
B7,0,40,90,0
B7,0,40,100,0
B7,0,40,110,0
B7,0,40,120,0
B7,0,40,130,0
B7,0,40,140,0
B7,0,40,150,0
B7,0,40,160,0
B7,0,40,170,0
B7,0,40,180,0
B7,0,50,0,0
B7,0,50,10,0
B7,0,50,20,0
B7,0,50,30,0
B7,0,50,40,0
B7,0,50,50,0
B7,0,50,60,0
B7,0,50,70,0
B7,0,50,80,0
B7,0,50,90,0
B7,0,50,100,0
B7,0,50,110,0
B7,0,50,120,0
B7,0,50,130,0
B7,0,50,140,0
B7,0,50,150,0
B7,0,50,160,0
B7,0,50,170,0
B7,0,50,180,0
B7,0,60,0,0
B7,0,60,10,0
B7,0,60,20,0
B7,0,60,30,0
B7,0,60,40,0
B7,0,60,50,0
B7,0,60,60,0
B7,0,60,70,0
B7,0,60,80,0
B7,0,60,90,0
B7,0,60,100,0
B7,0,60,110,0
B7,0,60,120,0
B7,0,60,130,0
B7,0,60,140,0
B7,0,60,150,0
B7,0,60,160,0
B7,0,60,170,0
B7,0,60,180,0
B7,0,70,0,0
B7,0,70,10,0
B7,0,70,20,0
B7,0,70,30,0
B7,0,70,40,0
B7,0,70,50,0
B7,0,70,60,0
B7,0,70,70,0
B7,0,70,80,0
B7,0,70,90,0
B7,0,70,100,0
B7,0,70,110,0
B7,0,70,120,0
B7,0,70,130,0
B7,0,70,140,0
B7,0,70,150,0
B7,0,70,160,0
B7,0,70,170,0
B7,0,70,180,0
B7,0,80,0,0
B7,0,80,10,0
B7,0,80,20,0
B7,0,80,30,0
B7,0,80,40,0
B7,0,80,50,0
B7,0,80,60,0
B7,0,80,70,0
B7,0,80,80,0
B7,0,80,90,0
B7,0,80,100,0
B7,0,80,110,0
B7,0,80,120,0
B7,0,80,130,0
B7,0,80,140,0
B7,0,80,150,0
B7,0,80,160,0
B7,0,80,170,0
B7,0,80,180,0
B7,10,0,0,0
B7,10,0,10,0
B7,10,0,20,0
B7,10,0,30,0
B7,10,0,40,0
B7,10,0,50,0
B7,10,0,60,0
B7,10,0,70,0
B7,10,0,80,0
B7,10,0,90,0
B7,10,0,100,0
B7,10,0,110,0
B7,10,0,120,0
B7,10,0,130,0
B7,10,0,140,0
B7,10,0,150,0
B7,10,0,160,0
B7,10,0,170,0
B7,10,0,180,0
B7,10,10,0,0
B7,10,10,10,0
B7,10,10,20,0
B7,10,10,30,0
B7,10,10,40,0
B7,10,10,50,0
B7,10,10,60,0
B7,10,10,70,0
B7,10,10,80,0
B7,10,10,90,0
B7,10,10,100,0
B7,10,10,110,0
B7,10,10,120,0
B7,10,10,130,0
B7,10,10,140,0
B7,10,10,150,0
B7,10,10,160,0
B7,10,10,170,0
B7,10,10,180,0
B7,10,20,0,0
B7,10,20,10,0
B7,10,20,20,0
B7,10,20,30,0
B7,10,20,40,0
B7,10,20,50,0
B7,10,20,60,0
B7,10,20,70,0
B7,10,20,80,0
B7,10,20,90,0
B7,10,20,100,0
B7,10,20,110,0
B7,10,20,120,0
B7,10,20,130,0
B7,10,20,140,0
B7,10,20,150,0
B7,10,20,160,0
B7,10,20,170,0
B7,10,20,180,0
B7,10,30,0,0
B7,10,30,10,0
B7,10,30,20,0
B7,10,30,30,0
B7,10,30,40,0
B7,10,30,50,0
B7,10,30,60,0
B7,10,30,70,0
B7,10,30,80,0
B7,10,30,90,0
B7,10,30,100,0
B7,10,30,110,0
B7,10,30,120,0
B7,10,30,130,0
B7,10,30,140,0
B7,10,30,150,0
B7,10,30,160,0
B7,10,30,170,0
B7,10,30,180,0
B7,10,40,0,0
B7,10,40,10,0
B7,10,40,20,0
B7,10,40,30,0
B7,10,40,40,0
B7,10,40,50,0
B7,10,40,60,0
B7,10,40,70,0
B7,10,40,80,0
B7,10,40,90,0
B7,10,40,100,0
B7,10,40,110,0
B7,10,40,120,0
B7,10,40,130,0
B7,10,40,140,0
B7,10,40,150,0
B7,10,40,160,0
B7,10,40,170,0
B7,10,40,180,0
B7,10,50,0,0
B7,10,50,10,0
B7,10,50,20,0
B7,10,50,30,0
B7,10,50,40,0
B7,10,50,50,0
B7,10,50,60,0
B7,10,50,70,0
B7,10,50,80,0
B7,10,50,90,0
B7,10,50,100,0
B7,10,50,110,0
B7,10,50,120,0
B7,10,50,130,0
B7,10,50,140,0
B7,10,50,150,0
B7,10,50,160,0
B7,10,50,170,0
B7,10,50,180,0
B7,10,60,0,0
B7,10,60,10,0
B7,10,60,20,0
B7,10,60,30,0
B7,10,60,40,0
B7,10,60,50,0
B7,10,60,60,0
B7,10,60,70,0
B7,10,60,80,0
B7,10,60,90,0
B7,10,60,100,0
B7,10,60,110,0
B7,10,60,120,0
B7,10,60,130,0
B7,10,60,140,0
B7,10,60,150,0
B7,10,60,160,0
B7,10,60,170,0
B7,10,60,180,0
B7,10,70,0,0
B7,10,70,10,0
B7,10,70,20,0
B7,10,70,30,0
B7,10,70,40,0
B7,10,70,50,0
B7,10,70,60,0
B7,10,70,70,0
B7,10,70,80,0
B7,10,70,90,0
B7,10,70,100,0
B7,10,70,110,0
B7,10,70,120,0
B7,10,70,130,0
B7,10,70,140,0
B7,10,70,150,0
B7,10,70,160,0
B7,10,70,170,0
B7,10,70,180,0
B7,10,80,0,0
B7,10,80,10,0
B7,10,80,20,0
B7,10,80,30,0
B7,10,80,40,0
B7,10,80,50,0
B7,10,80,60,0
B7,10,80,70,0
B7,10,80,80,0
B7,10,80,90,0
B7,10,80,100,0
B7,10,80,110,0
B7,10,80,120,0
B7,10,80,130,0
B7,10,80,140,0
B7,10,80,150,0
B7,10,80,160,0
B7,10,80,170,0
B7,10,80,180,0
B7,20,0,0,0
B7,20,0,10,0
B7,20,0,20,0
B7,20,0,30,0
B7,20,0,40,0
B7,20,0,50,0
B7,20,0,60,0
B7,20,0,70,0
B7,20,0,80,0
B7,20,0,90,0
B7,20,0,100,0
B7,20,0,110,0
B7,20,0,120,0
B7,20,0,130,0
B7,20,0,140,0
B7,20,0,150,0
